Country,Country_pt,Region,Year,Infant_deaths,Under_five_deaths,Adult_mortality,Alcohol_consumption,Hepatitis_B,Measles,BMI,Polio,Diphtheria,Incidents_HIV,GDP_per_capita,Population_mln,Thinness_ten_nineteen_years,Thinness_five_nine_years,Schooling,Economy_status_Developed,Economy_status_Developing,Life_expectancy,Meningitis,Alzheimer's Disease and Other Dementias,Parkinson's Disease,Nutritional Deficiencies,Malaria,Drowning,Interpersonal Violence,Maternal Disorders,HIV/AIDS,Drug Use Disorders,Tuberculosis,Cardiovascular Diseases,Lower Respiratory Infections,Neonatal Disorders,Alcohol Use Disorders,Self-harm,Exposure to Forces of Nature,Diarrheal Diseases,Environmental Heat and Cold Exposure,Neoplasms,Conflict and Terrorism,Diabetes Mellitus,Chronic Kidney Disease,Poisonings,Protein-Energy Malnutrition,Road Injuries,Chronic Respiratory Diseases,Cirrhosis and Other Chronic Liver Diseases,Digestive Diseases,"Fire, Heat, and Hot Substances",Acute Hepatitis
Pakistan,Paquistão,Asia,2009,71.5,89.1,172.1295,0.035,78,30,23.3,52,71,0.13,1246,175.53,2.5,2.9,4.5,0,1,65,20300,9209,3642,16120,3275,3581,12315,17559,2418,863,68943,307223,77899,278712,1897,15758,271,90732,568,154842,6325,40172,39008,2110,10090,18002,79506,40482,57615,2740,8963
Pakistan,Paquistão,Asia,2010,70.1,87.1,169.1665,0.04,82,34,23.4,52,82,0.13,1239,179.42,2.2,2.7,4.7,0,1,65.3,20011,8665,3427,15033,9847,3347,13926,17444,1775,822,71510,292618,77902,279643,1774,14645,671,95625,425,143873,6963,36807,36359,2564,9514,16756,78053,38796,55573,2569,8757
Pakistan,Paquistão,Asia,2011,68.6,85,166.204,0.04,74,38,23.5,63,74,0.13,1246,183.34,2,2.4,4.8,0,1,65.6,28055,7479,2789,14959,7006,3875,10676,17407,503,441,85301,238629,86150,255847,1360,11651,0,113732,373,106261,119,21152,23842,2265,9802,12677,75588,31976,47492,2502,10625
Pakistan,Paquistão,Asia,2012,67,82.8,163.241,0.03,72,42,23.6,64,72,0.13,1262,187.28,19.8,2.2,4.8,0,1,65.8,20247,9488,3753,16320,3922,3680,12516,17280,2758,863,68586,313967,77245,273242,1943,16121,663,88656,1663,159325,5041,41745,40165,2141,10121,18341,80176,40981,58255,2771,9013
Pakistan,Paquistão,Asia,2013,65.4,80.6,162.208,0.03,72,43,23.7,65,72,0.13,1290,191.26,19.6,2,4.9,0,1,66.1,26924,7620,2948,13490,2367,3224,11792,18600,590,608,83494,256841,83254,279893,1508,12984,29,101923,364,117338,477,26486,28732,2295,8419,14171,76258,34036,49805,2519,9438
Pakistan,Paquistão,Asia,2014,63.8,78.3,161.1745,0.04,72,48,23.8,69,72,0.13,1323,195.31,19.4,19.8,5.1,0,1,66.4,26209,7778,3052,12803,3533,3135,12088,18460,708,678,79513,264165,79678,285100,1573,13406,429,96699,442,123105,524,29139,30830,2268,7928,14587,76281,35010,50897,2521,8824
Pakistan,Paquistão,Asia,2015,62.1,76,160.141,0.04,72,54,23.9,72,72,0.13,1357,199.43,19.2,19.6,5.1,0,1,66.6,26320,7691,3000,13039,3510,3103,11826,18476,637,651,81504,260552,80929,280580,1544,13201,74056,98429,468,120275,220,28030,30049,2270,8051,14368,76305,34487,50277,2523,9094
Panama,Panamá,Central America and Caribbean,2000,21.9,26,124.869,5.08,98,88,25.6,99,98,0.4,6955,3.03,2.4,2.3,8.5,0,1,75.1,40,871,160,124,0,134,713,56,518,12,219,4794,827,412,27,190,23,206,2,3455,0,1053,967,9,117,535,759,450,835,24,2
Panama,Panamá,Central America and Caribbean,2001,21.4,25.4,124.62,4.9,98,88,25.7,95,99,0.4,6861,3.09,2.3,2.3,8.6,0,1,75.2,42,839,154,126,0,135,733,56,563,12,219,4691,830,424,26,184,0,211,2,3349,0,1003,925,10,119,525,731,436,813,23,2
Panama,Panamá,Central America and Caribbean,2002,20.9,24.8,124.3705,4.94,98,88,25.8,99,99,0.4,6881,3.15,2.3,2.2,8.7,0,1,75.4,48,587,107,174,9,135,363,36,484,14,196,3734,540,399,21,192,13,183,1,2479,0,656,632,15,161,500,615,304,596,17,2
Panama,Panamá,Central America and Caribbean,2003,20.5,24.1,124.5355,4.92,98,89,25.9,95,98,0.4,7037,3.21,2.2,2.2,8.8,0,1,75.6,43,801,146,124,0,143,768,59,515,12,223,4533,814,418,26,193,8,211,2,3236,0,935,886,11,116,538,699,426,794,24,2
Panama,Panamá,Central America and Caribbean,2004,20,23.5,124.7005,4.97,95,89,26,92,95,0.4,7427,3.27,2.2,2.1,8.9,0,1,75.7,48,611,112,166,7,134,404,49,486,13,201,3873,593,397,22,191,1,197,1,2570,0,680,666,16,154,500,626,317,615,18,2
Panama,Panamá,Central America and Caribbean,2005,19.5,22.9,124.8655,4.9,92,89,26.1,88,92,0.4,7815,3.33,2.1,2.1,9,0,1,75.9,43,742,135,123,0,144,774,50,568,12,209,4322,772,390,24,194,8,217,2,3000,0,818,810,13,115,512,667,386,731,21,2
Panama,Panamá,Central America and Caribbean,2006,19,22.3,125.0305,5.07,88,86,26.1,98,88,0.4,8338,3.39,2.1,2,9.1,0,1,76.1,40,903,165,124,0,127,635,53,589,13,211,4857,801,397,29,183,1,193,2,3535,0,1083,1013,9,118,520,776,460,849,23,1
Panama,Panamá,Central America and Caribbean,2007,18.5,21.7,125.1955,5.46,85,83,26.2,84,85,0.4,9169,3.45,2.1,2,9.2,0,1,76.2,51,508,91,212,1,135,332,42,520,12,184,3351,443,439,21,176,0,164,1,2198,0,570,509,14,197,509,576,263,527,14,3
Panama,Panamá,Central America and Caribbean,2008,18,21.1,124.016,6,86,79,26.3,86,86,0.4,9894,3.52,2,2,9.2,0,1,76.4,53,482,86,217,1,146,309,38,515,12,187,3282,427,461,22,167,2,160,1,2134,0,544,465,14,203,510,561,250,505,15,4
Panama,Panamá,Central America and Caribbean,2009,17.5,20.5,122.8365,6.14,85,76,26.4,85,85,0.4,9840,3.58,2,1.9,9.3,0,1,76.6,47,562,104,186,8,140,380,43,464,14,194,3654,502,405,22,196,5,174,1,2424,0,642,594,16,171,517,609,297,586,17,2
Panama,Panamá,Central America and Caribbean,2010,17,19.9,121.6565,6.1,94,73,26.5,95,94,0.4,10232,3.64,2,1.9,9.3,0,1,76.8,48,710,129,129,0,146,788,41,527,12,213,4226,725,385,23,206,1,219,1,2919,1,768,779,14,120,529,642,375,710,20,1
Panama,Panamá,Central America and Caribbean,2011,16.5,19.3,120.477,6.16,87,81,26.5,91,87,0.4,11194,3.71,2,1.9,9.3,0,1,77,48,681,123,136,0,146,658,50,507,13,213,4065,700,384,21,208,33,211,1,2816,0,741,750,13,127,530,626,358,679,19,2
Panama,Panamá,Central America and Caribbean,2012,16,18.7,119.297,6.21,85,72,26.6,87,85,0.4,12080,3.77,1.9,1.9,9.5,0,1,77.2,49,655,118,144,0,139,532,50,493,14,204,3949,657,394,21,200,3,206,1,2696,0,712,706,14,135,518,615,338,650,23,2
Panama,Panamá,Central America and Caribbean,2013,15.5,18.1,117.765,6.21,80,68,26.7,81,80,0.4,12695,3.84,1.9,1.9,9.7,0,1,77.4,48,535,97,200,5,136,378,42,518,13,183,3473,467,415,20,181,6,162,1,2291,0,608,553,15,184,502,590,277,553,16,2
Panama,Panamá,Central America and Caribbean,2014,15.1,17.6,116.233,6.3,80,90,26.8,80,80,0.4,13113,3.9,1.9,1.8,9.9,0,1,77.6,43,769,139,121,0,144,771,62,487,12,217,4407,789,401,26,192,5,212,2,3109,0,871,843,12,113,526,668,403,759,22,2
Panama,Panamá,Central America and Caribbean,2015,14.6,17,114.701,6.84,73,92,26.8,72,73,0.4,13630,3.97,1.9,1.8,9.9,0,1,77.8,49,633,117,157,1,139,445,48,509,16,203,3953,623,397,23,201,15,194,1,2666,0,708,703,16,147,524,624,335,643,18,2
Papua New Guinea,Papua Nova Guiné,Oceania,2000,53.6,71.1,274.1065,0.67,57,65,24.1,51,59,0.54,1884,5.85,1.6,1.5,3.3,0,1,59.3,601,229,119,201,955,266,302,621,1152,11,1290,7795,5084,2976,45,162,2,2638,21,2730,0,2189,383,105,199,1342,4379,352,800,488,87
Papua New Guinea,Papua Nova Guiné,Oceania,2001,52.8,69.9,269.8105,0.65,59,65,24.2,52,55,0.61,1842,5.97,1.5,1.5,3.3,0,1,59.5,611,237,120,204,1104,275,363,633,1547,12,1300,8102,5184,3065,47,167,0,2690,21,2819,4,2280,399,107,202,1376,4474,362,818,499,86
Papua New Guinea,Papua Nova Guiné,Oceania,2002,52.1,68.8,265.5145,0.58,60,65,24.3,54,61,0.64,1801,6.1,1.5,1.5,3.4,0,1,59.7,622,246,123,207,1113,284,324,656,1966,12,1327,8479,5284,3155,50,173,41,2749,22,2930,0,2398,418,110,204,1423,4611,374,843,513,86
Papua New Guinea,Papua Nova Guiné,Oceania,2003,51.3,67.5,260.612,0.56,67,65,24.4,62,68,0.64,1803,6.22,1.5,1.4,3.4,0,1,60,626,254,126,208,1382,287,327,670,2360,12,1348,8858,5359,3250,52,177,13,2778,22,3035,0,2520,434,112,205,1456,4746,386,866,518,85
Papua New Guinea,Papua Nova Guiné,Oceania,2004,50.4,66.2,255.71,0.55,60,65,24.5,59,62,0.61,1814,6.35,1.5,1.4,3.5,0,1,60.2,646,263,129,214,1638,298,340,688,2701,13,1376,9270,5543,3336,55,183,0,2853,23,3155,0,2656,455,115,210,1506,4895,399,893,536,86
Papua New Guinea,Papua Nova Guiné,Oceania,2005,49.6,64.9,250.8075,0.8,63,65,24.6,61,72,0.56,1888,6.49,1.4,1.4,3.5,0,1,60.5,689,272,133,225,1736,323,356,711,2972,13,1413,9707,5849,3412,58,190,2,2997,24,3293,0,2796,478,121,222,1581,5055,416,927,574,87
Papua New Guinea,Papua Nova Guiné,Oceania,2006,48.7,63.5,245.9055,0.61,71,65,24.7,65,72,0.5,1944,6.65,1.4,1.4,3.6,0,1,60.8,722,279,134,233,1977,341,367,723,3141,14,1434,10075,6086,3491,61,196,16,3109,25,3410,0,2868,493,125,230,1637,5166,431,957,602,88
Papua New Guinea,Papua Nova Guiné,Oceania,2007,47.8,62.1,241.003,0.67,61,65,24.8,68,71,0.44,2046,6.81,1.4,1.3,3.7,0,1,61.1,734,287,137,237,1765,350,392,745,3187,15,1457,10489,6181,3557,64,205,172,3149,25,3546,0,2959,509,128,234,1695,5297,448,988,617,89
Papua New Guinea,Papua Nova Guiné,Oceania,2008,46.8,60.8,238.9705,0.77,59,65,24.9,69,63,0.39,1991,6.98,1.4,1.3,3.8,0,1,61.4,694,295,140,239,1944,352,452,750,3231,15,1468,10817,6218,3628,66,210,10,3165,25,3660,0,3032,519,129,236,1721,5418,460,1009,622,89
Papua New Guinea,Papua Nova Guiné,Oceania,2009,45.9,59.3,236.9375,0.78,66,65,24.9,70,73,0.36,2077,7.14,1.4,1.3,3.9,0,1,61.7,688,304,144,238,2285,349,517,752,3361,15,1465,11125,6184,3689,68,214,19,3303,25,3770,0,3103,527,129,234,1728,5528,472,1029,618,87
Papua New Guinea,Papua Nova Guiné,Oceania,2010,44.9,57.9,234.9045,0.73,56,65,25,61,67,0.37,2235,7.31,1.4,1.3,4,0,1,62,698,313,149,240,1606,359,631,766,3521,17,1496,11624,6246,3760,72,228,0,3299,26,3977,0,3231,549,133,236,1817,5710,496,1073,635,89
Papua New Guinea,Papua Nova Guiné,Oceania,2011,44,56.5,232.8715,0.81,66,65,25.1,55,72,0.37,2211,7.47,1.3,1.3,4.1,0,1,62.3,698,317,151,236,1231,360,765,762,3644,18,1493,12031,6241,3825,76,237,0,3208,27,4155,0,3374,569,135,232,1869,5834,518,1111,641,90
Papua New Guinea,Papua Nova Guiné,Oceania,2012,43,55.2,230.8385,0.94,68,65,25.2,65,74,0.38,2266,7.63,1.3,1.3,4.2,0,1,62.6,702,326,155,233,1156,362,983,734,3696,18,1498,12401,6260,3902,78,241,65,3204,27,4305,0,3510,586,136,230,1898,5974,534,1139,647,89
Papua New Guinea,Papua Nova Guiné,Oceania,2013,42.1,53.8,229.028,0.81,73,65,25.3,62,79,0.39,2305,7.79,1.3,1.3,4.3,0,1,62.9,682,334,159,230,1537,363,900,728,3662,19,1498,12700,6280,3983,80,243,0,3200,27,4427,0,3624,601,137,226,1919,6086,545,1159,653,89
Papua New Guinea,Papua Nova Guiné,Oceania,2014,41.2,52.4,227.218,1.35,67,65,25.4,43,73,0.4,2565,7.95,1.3,1.3,4.3,0,1,63.2,669,344,164,223,1391,363,915,737,3591,20,1507,13081,6260,4054,83,250,0,3180,27,4593,0,3772,621,138,220,1960,6218,562,1189,659,89
Papua New Guinea,Papua Nova Guiné,Oceania,2015,40.2,51,225.4075,1.36,67,65,25.5,51,73,0.41,2679,8.11,1.3,1.3,4.3,0,1,63.5,648,355,170,239,870,361,944,760,3606,21,1525,13580,6200,4123,87,263,0,3137,28,4810,0,3961,647,141,235,2031,6388,586,1229,663,89
Peru,Peru,South America,2000,29.3,38.2,153.5785,4.76,84,51,25,93,98,0.19,3304,26.46,1.4,1.4,8,0,1,71.1,361,2916,722,2391,177,1254,1091,1208,1735,130,3947,20484,16160,8271,502,907,38,2278,79,20609,9,2321,4380,267,2220,4315,3830,4897,9361,411,61
Peru,Peru,South America,2001,27.2,35.3,151.0545,4.09,84,51,25.1,90,90,0.19,3282,26.8,1.4,1.4,8.1,0,1,71.5,331,3014,739,2139,115,1157,1029,1053,1939,134,3486,19812,15474,7932,488,880,186,1946,78,20665,37,2309,4448,244,1975,4129,3890,4766,8920,672,52
Peru,Peru,South America,2002,25.2,32.7,148.5315,3.93,84,52,25.2,95,95,0.2,3422,27.1,1.4,1.4,8.3,0,1,71.9,315,3154,778,2054,126,1091,1006,1014,2130,140,3161,19890,15417,7599,479,878,100,1764,77,21307,22,2389,4652,229,1890,4062,4068,4797,8831,388,45
Peru,Peru,South America,2003,23.5,30.4,146.326,4.59,65,51,25.3,95,94,0.19,3529,27.37,1.3,1.3,8.4,0,1,72.2,304,3320,831,2013,91,1059,1017,1002,2228,151,2924,20411,15653,7336,474,891,41,1658,416,22211,20,2519,4928,221,1845,4095,4319,4919,8947,356,40
Peru,Peru,South America,2004,22,28.3,144.121,4.54,92,51,25.4,81,86,0.19,3671,27.62,1.3,1.3,8.6,0,1,72.6,280,3463,848,1866,87,989,1027,887,2260,147,2669,20073,15278,7164,429,876,23,1549,164,22130,9,2531,4972,209,1707,4066,4451,4888,8842,334,36
Peru,Peru,South America,2005,20.6,26.5,141.9155,4.65,94,52,25.5,66,77,0.2,3868,27.87,1.3,1.3,8.7,0,1,72.9,266,3623,866,1756,53,923,1027,863,2387,146,2543,20083,15132,6956,373,878,7,1450,70,22512,22,2599,5102,193,1605,4138,4593,4925,8864,308,34
Peru,Peru,South America,2006,19.3,24.9,139.7105,4.48,94,50,25.6,94,94,0.19,4124,28.1,1.2,1.2,8.1,0,1,73.2,245,3793,886,1596,26,851,1035,796,2459,144,2400,19923,14908,6599,323,872,1,1371,67,22708,18,2650,5209,175,1458,4148,4737,4940,8850,282,32
Peru,Peru,South America,2007,18.2,23.4,137.505,4.51,93,51,25.7,93,93,0.18,4439,28.33,1.2,1.2,8.1,0,1,73.5,223,3995,908,1463,22,778,1033,670,2370,143,2257,19653,14657,6153,278,860,626,1282,131,22700,50,2692,5287,159,1336,4141,4889,4909,8756,257,30
Peru,Peru,South America,2008,17.1,22,135.759,4.95,93,56,25.8,93,93,0.17,4805,28.56,1.2,1.2,8.4,0,1,73.8,216,4242,956,1371,14,766,1066,681,2218,134,2278,20287,15053,5901,247,878,60,1241,62,23815,40,2885,5524,156,1249,4313,5242,5040,8936,254,28
Peru,Peru,South America,2009,16.2,20.8,134.0135,5.04,93,42,25.9,92,93,0.16,4819,28.79,1.2,1.2,8.4,0,1,74.1,210,4571,1105,1423,12,804,1136,783,2164,163,2560,23332,16820,5933,274,994,186,1245,341,26895,73,3492,6384,164,1286,4879,6033,5636,9898,271,31
Peru,Peru,South America,2010,15.3,19.8,132.268,5.23,93,56,26,92,93,0.15,5178,29.03,1.1,1.1,8.4,0,1,74.4,193,4822,1186,1416,6,781,1154,781,2052,171,2601,24665,17499,5985,278,1020,208,1224,419,28160,29,3810,6800,162,1277,5036,6475,5869,10254,272,31
Peru,Peru,South America,2011,14.6,18.8,130.5225,5.22,91,70,26.1,91,91,0.13,5461,29.26,1.1,1.1,9.1,0,1,74.7,180,5036,1224,1331,8,753,1159,765,1898,172,2528,25133,17624,5807,275,1019,53,1207,143,28655,15,3982,6964,156,1197,5037,6678,5952,10343,268,31
Peru,Peru,South America,2012,13.9,17.9,128.7765,5.35,95,63,26.2,94,95,0.13,5749,29.51,1.1,1.1,8.6,0,1,75,170,5263,1263,1293,10,723,1164,726,2030,170,2445,25573,17774,5644,274,1009,92,1196,316,29039,40,4137,7115,151,1164,4986,6865,6012,10405,285,31
Peru,Peru,South America,2013,13.3,17.1,127.208,5.27,88,54,26.3,71,88,0.12,6030,29.77,1.1,1.1,8.8,0,1,75.3,163,5484,1292,1257,34,698,1148,679,2404,167,2338,25939,17877,5569,274,985,77,1199,64,29424,9,4294,7190,148,1132,4895,6973,6067,10463,263,30
Peru,Peru,South America,2014,12.7,16.4,125.6385,5.51,88,44,26.4,78,88,0.12,6109,30.09,1.1,1.1,9.4,0,1,75.5,156,5701,1291,1215,41,672,1137,634,2793,160,2181,25674,17557,5304,273,948,61,1195,566,29454,18,4332,7131,143,1096,4722,6893,6065,10410,259,29
Peru,Peru,South America,2015,12.2,15.7,124.07,5.68,90,63,26.5,88,90,0.13,6229,30.47,1.1,1.1,9.1,0,1,75.8,151,5937,1301,1186,41,664,1135,510,2999,158,2091,25742,17342,4956,280,939,30,1191,81,29809,15,4396,7157,141,1069,4641,6838,6139,10488,259,29
Philippines,Filipinas,Asia,2000,28.7,37.7,215.3515,4.72,46,19,22.2,74,78,0.01,1831,77.99,1,9.6,7.6,0,1,68.8,2726,8322,1955,3912,89,4885,14091,1973,5298,234,27641,177293,55412,28146,972,3786,14246,9590,171,65965,969,22048,27959,192,3285,10296,30228,12407,24768,949,139
Philippines,Filipinas,Asia,2001,28.2,36.9,214.2685,4.53,45,19,22.3,76,79,0.01,1847,79.67,1,9.7,7.7,0,1,68.8,3450,5596,1219,4230,194,4897,16290,1988,2546,226,27934,95581,38980,30335,1080,2902,747,14942,138,47488,2051,14351,13445,213,3796,8100,22766,9249,20688,855,592
Philippines,Filipinas,Asia,2002,27.8,36.2,213.186,4.39,42,19,22.3,77,79,0.01,1876,81.37,1,9.7,7.9,0,1,68.9,3152,6560,1506,3764,591,4673,14950,2019,5667,192,29346,145342,46110,30781,888,3165,209,11181,144,52671,598,16572,19970,203,3273,8988,26018,10490,22154,872,152
Philippines,Filipinas,Asia,2003,27.3,35.5,212.4255,4.42,52,19,22.4,85,84,0.01,1931,83.05,1,9.7,8,0,1,68.9,2928,7370,1708,3715,341,4729,14516,2023,5192,204,28991,161854,50966,29345,923,3489,359,10349,156,58356,527,18771,24162,194,3176,9653,28388,11456,23406,917,138
Philippines,Filipinas,Asia,2004,26.9,34.9,211.6655,4.42,48,18,22.4,85,88,0.01,2018,84.71,1,9.7,8.6,0,1,69,3209,6842,1587,3811,422,4811,14737,2043,5613,198,28876,151552,48349,30474,901,3299,1174,10991,144,54937,786,17393,21595,206,3300,9283,27004,10923,22788,893,145
Philippines,Filipinas,Asia,2005,26.4,34.2,210.905,4.19,49,19,22.5,90,89,0.01,2078,86.33,1,9.7,8.7,0,1,69.1,3210,7093,1652,3790,395,4832,14672,2048,5516,200,29488,157518,50039,30010,912,3406,2297,10882,150,56646,1155,18103,23001,201,3265,9509,27871,11188,23143,906,141
Philippines,Filipinas,Asia,2006,26,33.6,210.145,4.05,77,19,22.5,88,88,0.02,2149,87.89,1,9.7,8.8,0,1,69.2,3189,6348,1463,3845,525,4683,15290,2040,5678,193,29642,142313,45013,31148,897,3114,3689,11519,148,51598,459,16256,18744,206,3358,8903,25594,10306,21947,894,165
Philippines,Filipinas,Asia,2007,25.7,33,209.3845,4.14,87,17,22.6,87,87,0.02,2251,89.41,1,9.7,8.9,0,1,69.4,2846,7671,1780,3734,140,4751,14375,1986,5499,210,28750,166853,52563,29133,937,3577,2597,10136,159,60414,510,19572,25305,191,3172,9826,29112,11735,23790,920,137
Philippines,Filipinas,Asia,2008,25.3,32.5,208.4315,4.15,88,22,22.6,87,91,0.03,2310,90.9,1,9.7,9,0,1,69.5,2902,7991,1873,3871,92,4889,14218,1970,5373,221,28135,172643,54519,28607,955,3683,2773,10035,165,63191,516,20767,26596,192,3270,10096,29877,12081,24332,953,139
Philippines,Filipinas,Asia,2009,25,32.1,207.4785,4.34,85,19,22.7,87,87,0.04,2305,92.41,1,9.7,9,0,1,69.7,3226,6142,1401,3855,422,4613,15519,2066,4610,196,28208,137238,43389,31308,906,3084,39,11632,142,50595,536,16028,17230,205,3381,8783,24765,10105,21531,863,185
Philippines,Filipinas,Asia,2010,24.8,31.7,206.525,4.73,77,10,22.7,88,79,0.05,2433,93.97,1,9.7,8.9,0,1,69.8,3394,5752,1296,4137,242,4706,16065,2036,3200,213,27453,117398,40752,31304,965,2963,320,13290,138,48516,887,15143,14482,210,3677,8451,23529,9534,20898,860,336
Philippines,Filipinas,Asia,2011,24.5,31.3,205.572,4.85,87,36,22.8,88,87,0.05,2484,95.57,1,9.7,9,0,1,70,3054,5940,1326,3674,349,4353,15584,2051,4063,198,27102,129074,40386,31176,910,3012,2046,11293,137,49006,676,15419,15817,193,3223,8469,23628,9827,21002,830,210
Philippines,Filipinas,Asia,2012,24.2,30.9,204.619,4.96,88,42,22.9,88,88,0.06,2611,97.21,1,9.7,9.1,0,1,70.1,3447,5668,1252,4216,155,4837,16273,2037,2852,222,27637,106850,39868,30966,1012,2950,630,14095,138,47959,1333,14779,13929,213,3767,8282,23096,9375,20763,935,445
Philippines,Filipinas,Asia,2013,23.9,30.5,202.9915,4.61,89,54,22.9,85,89,0.07,2740,98.87,1,9.7,9.1,0,1,70.3,2654,8611,2031,3938,23,4886,14268,1950,5241,248,28665,182449,56230,27530,1000,3946,384,9456,180,68477,485,23285,29284,192,3294,10582,30755,12675,25245,965,140
Philippines,Filipinas,Asia,2014,23.7,30.1,201.364,4.61,67,54,23,82,67,0.09,2867,100.51,1,9.7,9.2,0,1,70.5,3284,5811,1301,3958,347,4583,15824,2019,3601,203,27064,122881,40823,31443,928,2966,222,12482,137,48567,1407,15194,14979,204,3503,8438,23513,9661,20906,885,260
Philippines,Filipinas,Asia,2015,23.4,29.6,199.7365,4.52,75,57,23.1,79,60,0.1,3001,102.11,1,9.7,9.3,0,1,70.6,2844,8939,2133,3994,46,4943,14694,1976,5705,265,30132,189416,58162,27006,1032,4138,288,9407,191,71673,1057,24690,30839,194,3340,10515,31541,13015,25882,991,141
Russian Federation,Rússia,Rest of Europe,2000,15.5,19.3,300.6055,10.21,73,86,25.7,97,96,0.08,5324,146.6,2.9,3,11.3,0,1,65.5,2315,27403,7313,624,0,18632,54883,565,8954,10108,23855,1247567,39516,8434,50326,74975,103,1202,24037,308988,6617,10574,11332,12690,322,40948,59754,33893,70085,13404,179
Russian Federation,Rússia,Rest of Europe,2001,14.7,18.3,307.7435,10.47,43,88,25.8,97,96,0.08,5619,145.98,2.8,3,11.4,0,1,65.4,2362,27427,7410,621,0,18579,55879,547,8879,9827,24927,1271444,42184,8082,52715,73928,89,1119,25477,308370,4513,10372,11205,12919,323,41819,56942,37516,74493,14168,170
Russian Federation,Rússia,Rest of Europe,2002,13.8,17.2,316.457,10.87,81,93,25.8,97,97,0.08,5910,145.31,2.7,2.9,11.4,0,1,65.1,2380,27337,7642,635,0,18248,56916,533,9450,9596,26302,1310613,45184,7586,54541,73089,340,1013,26782,312338,2644,10370,11282,13164,325,42555,55751,42203,80375,14860,153
Russian Federation,Rússia,Rest of Europe,2003,12.9,16.1,323.8525,11.32,94,96,25.9,97,96,0.08,6370,144.65,2.6,2.8,11.4,0,1,65,2402,27435,7832,642,0,17987,55536,526,9992,10144,27204,1331711,47741,7631,55200,72826,77,934,27445,315114,1185,10403,11283,13354,331,43760,53745,47071,86521,15334,141
Russian Federation,Rússia,Rest of Europe,2004,12,14.9,317.967,11.5,96,97,25.9,98,97,0.08,6857,144.07,2.5,2.8,11.4,0,1,65.5,2310,28328,7796,607,0,17231,53512,435,10192,10785,26556,1296499,47571,7078,53800,70561,86,815,26621,307228,2175,10016,10851,12860,315,42937,49698,49781,89239,14888,130
Russian Federation,Rússia,Rest of Europe,2005,11.1,13.8,318.6295,11.59,97,97,26,98,98,0.08,7323,143.52,2.4,2.7,11.4,0,1,65.5,2337,29104,8145,622,0,17587,52105,450,11109,12436,28175,1338945,50642,6596,52546,72826,83,748,27416,319391,1043,10375,11131,13092,320,44532,48894,56111,98156,15465,120
Russian Federation,Rússia,Rest of Europe,2006,10.3,12.8,292.2095,11.83,98,97,26,98,98,0.08,7950,143.05,2.4,2.7,11.4,0,1,66.7,2121,29869,7992,551,0,15267,43282,416,11069,12394,24618,1247139,46047,6575,47517,65300,79,643,23558,300224,398,9757,10324,11581,286,40317,44178,53154,93430,13732,108
Russian Federation,Rússia,Rest of Europe,2007,9.6,11.9,273.832,12.24,98,97,26,98,98,0.08,8640,142.81,2.4,2.6,11.4,0,1,67.6,1982,30782,8075,502,0,13946,39587,406,11712,11972,21948,1199743,43665,6645,42789,60280,51,582,20515,292778,299,9574,9961,10453,258,37565,41856,51883,91829,12509,99
Russian Federation,Rússia,Rest of Europe,2008,9,11.2,270.024,12.09,98,97,26.1,98,98,0.08,9094,142.74,2.3,2.5,11.4,0,1,67.9,1929,31868,8413,490,0,13235,37643,418,12520,11831,20782,1204933,44112,6434,39783,58692,68,547,19222,300064,574,9936,10146,10038,249,36004,41725,54131,95574,12176,92
Russian Federation,Rússia,Rest of Europe,2009,8.6,10.7,254.149,11.25,98,97,26.1,98,98,0.08,8382,142.79,2.3,2.5,11.5,0,1,68.7,1820,33526,8416,453,0,11896,33142,411,13357,10686,18420,1156917,42087,6305,36302,54325,51,511,16943,294210,883,9991,9920,9146,230,32789,40051,52671,93923,11159,84
Russian Federation,Rússia,Rest of Europe,2010,8.3,10.4,250.947,10.82,97,98,26.1,98,97,0.08,8755,142.85,2.3,2.5,11.5,0,1,68.8,1803,34885,8709,442,0,11690,31777,356,14256,10443,17688,1161661,42266,5702,33886,53740,66,495,20368,302621,1139,10730,10217,8825,223,32083,40315,54680,97573,10846,80
Russian Federation,Rússia,Rest of Europe,2011,8.1,10.1,238.2245,10.75,97,97,26.1,97,97,0.08,9124,142.96,2.3,2.4,11.6,0,1,69.7,1711,36275,8559,402,0,10260,28830,331,15609,9485,15618,1087537,39784,6090,30734,49407,35,491,14091,291108,564,10986,9913,7929,205,29669,38552,51591,93425,9675,75
Russian Federation,Rússia,Rest of Europe,2012,7.9,9.8,228.0705,10.56,97,97,26.1,98,97,0.08,9476,143.2,2.3,2.4,11.7,0,1,70.1,1714,37893,8735,396,0,9649,27111,286,15936,9125,14220,1062214,39050,7169,28955,47740,197,514,13143,290925,1347,12132,10122,7470,203,28647,38402,50989,93597,9054,75
Russian Federation,Rússia,Rest of Europe,2013,7.6,9.4,220.997,9.77,97,97,26.2,98,97,0.08,9622,143.51,2.3,2.3,11.8,0,1,70.6,1661,39475,8865,399,0,9098,26158,271,17136,8806,12798,1037827,38388,6635,28007,46665,43,502,11891,291381,1339,13741,10375,7027,203,27036,38560,50979,94585,8446,71
